doc_id,title,filenames,captions
11268,Bletchley Park,Ultra Hut3 Graph.png,ultra graph thumbnail upright number signal despatch daili bletchley park hut world war lt ref gt harvnb bennett lt ref gt
11269,Bletchley Park,Hut-1.jpg,hut hut
11270,Bletchley Park,BletchleyPark Hut4 01.JPG,bletchleypark hut adjac mansion bar restaur museum
11271,Bletchley Park,bp-polish-codebreakers-plaque.jpg,bp polish codebreak plaqu bletchley' polish memori commemor quot prewar work marian rejewski jerzi różycki henryk zygalski mathematician biuro szyfrów polish intellig servic break enigma code work greatli assist bletchley park code breaker contribut alli victori world war amp nbsp ii quot
11272,Bletchley Park,RebuiltBombeFrontView.jpg,rebuiltbombefrontview work rebuilt bomb built team led john harper comput engin john harper lt ref gt cite web url http www jharper demon uk htm titl british bomb publish john harper url statu dead archiv url http web archiv org web http www jharper demon uk htm archiv date decemb access date august lt ref gt switch princ edward duke kent duke kent patron british comput societi juli locat nation museum comput block bletchley park
11273,Bletchley Park,Colossus.jpg,colossu thumbnail mark colossu comput ten colossi world' semi programm electron comput built
11274,Bletchley Park,Turing flat.jpg,ture flat stableyard cottag alan ture work
11275,Bletchley Park,Bombe-rebuild.jpg,bomb rebuild rear rebuilt bomb lt ref gt citat harper john titl bomb rebuild project year url http www jharper demon uk htm access date march url statu dead archiv url http web archiv org web http www jharper demon uk htm archiv date decemb lt ref gt
11276,Bletchley Park,StoryOfEnigma.jpg,storyofenigma stori enigma workshop middlesex univers student
11277,Bletchley Park,ColossusRebuild 11.jpg,colossusrebuild anthoni sale toni sale supervis break enciph messag complet colossu comput rebuild nation museum comput
11278,Bletchley Park,"Commemorative medal for those working at Bletchley Park, awarded to Joyce Gladys Dickson (nee Day).jpg",commemor medal work bletchley park award joyc gladi dickson nee day commemor medal work bletchley park
11279,Bletchley Park,BletcleyPark SubModel.JPG,bletcleypark submodel german boat model film enigma film enigma
11280,Bletchley Park,Sunbeam Talbot 2 litre Sports Tourer 1947.jpg,sunbeam talbot litr sport tourer sunbeam talbot litr film enigma film enigma
11281,Bede,Bede dictating to a scribe.JPG,bede dictat scribe stain glass gloucest cathedr depict bede dictat scribe
11282,Bede,Bede.jpg,bede bede' tomb galile church architectur galile chapel west end durham cathedr
11283,Bede,BL Yates Thompson MS 26 f.2r (cropped).png,bl yate thompson ms crop bede write centuri copi life st cuthbert yate thompson ms
11284,Bede,E-codices bke-0047 001v medium (cropped centre).jpg,codic bke medium crop centr vener bede write ecclesiast histori english peopl centuri codex engelberg abbey switzerland
11285,Bede,Athelstan (cropped centre).jpg,athelstan crop centr page copi bede' live st cuthbert show æthelstan king æthelstan present work saint manuscript st cuthbert' shrine lt ref quot oihbm quot gt harvnb cannon griffith pp lt ref gt
11286,Bede,The Venerable Bede translates John 1902.jpg,evid access pagan latin writer quot writer quot found latin grammar common day monasteri difficulti manuscript earli writer incomplet appar bede access pliny' natur histori plini encyclopaedia version miss book xviii quot de temporum ration sfn laistner pp efn harvnb laistner pp list work tent identifi bede' librari vener bede translat john crop portrait chapter doyl penros circa show bede finish translat gospel john deathb bede' work includ commentari revel lt ref quot quot gt harvnb ward lt ref gt commentari cathol epistl lt ref quot quot gt harvnb ward lt ref gt commentari act reconsider book act lt ref quot quot gt harvnb ward pp lt ref gt gospel mark gospel luke homili gospel lt ref quot quot gt harvnb ward lt ref gt time death work translat gospel john english lt ref quot quot gt harvnb loyn lt ref gt lt ref gt bühler curt quot doi lollard tract translat bibl english quot medium ævum vol retriev mar lt ref gt day life passag translat quot finish quot lt ref quot shmi quot gt work deal testament includ commentari samuel lt ref quot quot gt harvnb ward lt ref gt commentari genesi lt ref quot quot gt harvnb ward lt ref gt commentari ezra nehemiah templ tabernacl lt ref quot quot gt harvnb ward lt ref gt commentari tobit commentari proverb lt ref quot quot gt harvnb obermair pp lt ref gt commentari song song commentari canticl habakkuk lt ref quot quot gt harvnb ward lt ref gt work ezra tabernacl templ influenc gregori great' write lt ref quot quot gt harvnb thacker lt ref gt
11287,Bede,"Depiction of St. Bede the Venerable (at St. Bede's school, Chennai) - Image has been cropped for better presentation.jpg",depict st bede vener st bede' school chennai imag crop present upright bede depict st bede' anglo indian higher secondari school st bede' school chennai
11288,Bede,Nuremberg Chronicle Venerable Bede.jpg,nuremberg chronicl vener bede upright depict vener bede clviiiv nuremberg chronicl bede' reput historian base historia ecclesiastica remain strong lt ref quot stenton quot gt lt ref quot quot gt thoma carlyl call quot greatest histor writer herodotu quot lt ref gt adrian arthur quot http www jstor org stabl dean stanley' report convers carlyl quot victorian studi vol indiana univers press pp lt ref gt walter goffart bede quot hold privileg unrival place historian christian europ quot lt ref quot quot gt harvnb goffart lt ref gt patron beda colleg rome prepar older men roman cathol priesthood life work celebr annual jarrow lectur held st paul' church jarrow lt ref gt cite web url http www stpaulschurchjarrow index php jarrow lectur titl jarrow lectur publish stpaulschurchjarrow access date octob archiv url http web archiv org web http www stpaulschurchjarrow index php jarrow lectur archiv date septemb url statu dead lt ref gt
11289,Bubble tea,Bubble Tea.png,imag bubbl tea frameless upright
11290,Bubble tea,A paper straw for bubble tea and the popular straw.jpg,paper straw bubbl tea popular straw paper straw bubbl tea compar typic plastic straw
11291,Bubble tea,"Tapioca, aka boba.jpg",tapioca aka boba upright tapioca boba
11292,Bubble tea,Bubble tea served in light bulb glass.jpg,bubbl tea serv light bulb glass upright bubbl tea packag promot shape lightbulb takeaway cup lt ref gt cite web titl thick pp bubbl tea cup url http www packandsend sg thick pp bubbl tea cup url statu live archiv url http web archiv org web http www packandsend sg thick pp bubbl tea cup archiv date juli access date juli websit pack send languag en lt ref gt
11293,Battle of Blenheim,John Churchill Marlborough porträtterad av Adriaen van der Werff (1659-1722).jpg,john churchil marlborough porträtterad av adriaen van der werff upright portrait duke marlborough adriaen van der werff decemb uffizi
11294,Battle of Blenheim,Hendrik van Nassau-Ouwerkerk.jpg,hendrik van nassau ouwerkerk henri de nassau lord overkirk control alli forc netherland
11295,Battle of Blenheim,August Allebé - Anno 1704. Willem Vleertman verkent het terrein bij Höchstadt - SA 4856 - Amsterdam Museum.jpg,august allebé anno willem vleertman verkent het terrein bij höchstadt sa amsterdam museum dutch offic willem vleertman scout marshi terrain blenheim risk life
11296,Battle of Blenheim,Blindheim St. Martin Turm 302.JPG,blindheim st martin turm day battl tallard maximilian marsin climb blenheim' church tower finalis plan st martin' church blindheim octagon tower circa
11297,Battle of Blenheim,"Copy after Jan van Huchtenburgh (Haarlem 1647-Amsterdam 1733) - The Battle of Blenheim (or Höchstädt), 1704. - RCIN 404899 - Royal Collection.jpg",copi jan van huchtenburgh haarlem amsterdam battl blenheim höchstädt rcin royal collect battl blenheim huchtenburg
11298,Battle of Blenheim,Battle of Blenheim - Joshua Ross jr.jpg,battl blenheim joshua ross jr battl blenheim joshua ross
11299,Battle of Blenheim,Battle of Blenheim (1704)@01.JPG,battl blenheim battl blenheim john wootton
11300,Battle of Blenheim,Pieter van Bloemen - The Duke of Marlborough and the Earl of Cadogan at Blenheim (Hochstadt).jpg,pieter van bloemen duke marlborough earl cadogan blenheim hochstadt marlborough cadogan battl blenheim pieter van bloemen
11301,Battle of Ramillies,Low Countries 1700.png,low countri map low countri war spanish success villag ramilli lie mehaign tributari meus imagefact date decemb
11302,Battle of Ramillies,"John Churchill, 1st Duke of Marlborough, Captain-General of the English forces and Master-General of the Ordnance, 1702 (c), attributed to Michael Dahl 91996.jpg",john churchil duke marlborough captain gener english forc master gener ordnanc attribut michael dahl john churchil duke marlborough possibl michael dahl
11303,Battle of Ramillies,"Ramillies 1706, initial attack.png",ramilli initi attack initi attack battl ramilli south tavier ramilli command posit bulk cavalri marlborough made breakthrough
11304,Battle of Ramillies,Joseph Vivien 001.jpg,joseph vivien maximilian ii emanuel elector bavaria joseph vivien
11305,Battle of Ramillies,Caminade - François de Neufville de Villeroy (1644-1730) - MV 1043.jpg,caminad françoi de neufvil de villeroy mv françoi de neufvil duke villeroi marshal franc alexandr françoi caminad battl ramilli villeroi' command
11306,Battle of Ramillies,1stEarlOfOrkney.jpg,field marshal georg hamilton earl orkney martin maingaud
11307,Battle of Ramillies,King's Horse at Ramillies 1706.jpg,king' hors ramilli king' hors ramilli unknown author
11308,Battle of Ramillies,Hendrik van Nassau-Ouwerkerk.jpg,hendrik van nassau ouwerkerk henri nassau lord overkirk
11309,Battle of Ramillies,"Slag bij Ramillies, 1706 Helden-Streich der Engel- und Holländischen Armée Unter dem Herzog von Marleburg Welchen Er den 23 Maji 1706 (..) (titel op object), RP-P-1910-2232.jpg",slag bij ramilli helden streich der engel und holländischen armé unter dem herzog von marleburg welchen er den maji titel op object rp battl ramilli
11310,Battle of Ramillies,"Ramillies 1706, breakthrough and pursuit.PNG",ramilli breakthrough pursuit alli squadron transfer north south gave alli advantag plain french alli cavalri heavili engag lt ref gt chandler marlborough militari command lt ref gt
11311,Battle of Ramillies,Ramillies 1706 Duprez.PNG,ramilli duprez duke marlborough receiv captur standard ramilli artist dupray
11312,Battle of Ramillies,Battle of Ramillies &amp; Seizure of 12 Flanders Towns in the War of the Spanish Succession. Medal 1706. Obverse.jpg,battl ramilli amp seizur flander town war spanish success medal obvers german war propaganda medal obvers show loui nb xiv roman warrior subdu ann queen great britain queen ann minerva
11313,Battle of Ramillies,Battle of Ramillies &amp; Seizure of 12 Flanders Towns in the War of the Spanish Succession. Medal 1706. Reverse.jpg,battl ramilli amp seizur flander town war spanish success medal revers revers show seizur alli twelv flander town brussel mechelen lier belgium lier antwerp veurn furn veurn aalst belgium aalst ath oudenaard oudenard oudenaard bruge bruge brugg ghent ghent gent damm leuven leuven louvain
11314,Battle of Ramillies,Ramillies campaign 1706 - Allied gains.png,ramilli campaign alli gain alli gain ramilli campaign note date capitul differ slightli depend sourc
11315,Brian Kernighan,Brian Kernighan in 2012 at Bell Labs 3.jpg,brian kernighan bell lab brian kernighan speak tribut denni ritchi bell lab
11316,Battleship,BB61 USS Iowa BB61 broadside USN.jpg,uss iowa broadsid usn firepow battleship demonstr uss iowa bb muzzl blast distort ocean surfac
11317,Battleship,TheNapoleonAtToulonIn1852ByLauvergne.jpg,ship french ship napoléon world' steam power battleship
11318,Battleship,LaGloirePhotograph.jpg,lagloirephotograph french ship french ironclad gloir ocean ironclad warship
11319,Battleship,HMS warriorjune20092.jpg,hm hm warrior royal navy' ocean iron hull warship
11320,Battleship,Le Redoutable (1889).jpg,le redout french ship french ironclad redout battleship steel main build materi lt ref gt gibbon lt ref gt
11321,Battleship,USS Texas2.jpg,uss pre dreadnought uss texa built battleship navi photochrom print circa
11322,Battleship,HMS Agamemnon (1908) profile drawing.png,hm agamemnon profil draw diagram hm agamemnon typic late pre dreadnought battleship
11323,Battleship,Vittoriocuniberti001.jpg,upright vittorio cuniberti
11324,Battleship,Japanese battleship Satsuma.jpg,japanes battleship satsuma preliminari design imperi japanes navi ship japanes battleship satsuma quot big gun quot design
11325,Battleship,HMS Dreadnought (1911) profile drawing.png,hm dreadnought profil draw hm dreadnought
11326,Battleship,German High Seas Fleet (Hoschseeflotte) during World War I.jpg,german high sea fleet hoschseeflott world war german high sea fleet world war
11327,Battleship,Grand Fleet Assembly (front).jpg,grand fleet assembl front britain' grand fleet
11328,Battleship,HMS Warspite and HMS Malaya during the battle of Jutland.jpg,hm warspit hm malaya battl jutland warspit malaya jutland
11329,Battleship,"Bundesarchiv Bild 134-C2280, Szent István, Sinkendes Linienschiff.jpg",bundesarchiv bild szent istván sinkend linienschiff sink sm szent istván torpedo regia marina italian motor torpedo boat motor boat
11330,Battleship,HMS Nelson (1931) profile drawing.png,hm nelson profil draw profil draw hm nelson commiss
11331,Battleship,Scrapping Battleships 1923.jpg,scrap battleship scrap battleship philadelphia navi yard pennsylvania decemb
11332,Battleship,Ostfriesland bombed by Mitchells team p19.jpg,ostfriesland bomb mitchel team bomb test sank sm ostfriesland septemb
11333,Battleship,Japanese battleship Yamato under air attack off Kure on 19 March 1945 (80-G-309662).jpg,japanes battleship yamato air attack kure march imperi japanes navi yamato air attack sister ship ship japanes battleship musashi heaviest battleship histori
11334,Battleship,US warships entering Lingayen Gulf 1945.jpg,warship enter lingayen gulf uss pennsylvania bb lead battleship uss colorado bb cruiser uss louisvil ca uss portland ca uss columbia cl lingayen gulf philippin januari
11335,Battleship,Japanese battleship Haruna under attack on 28 July 1945 (80-G-490224).jpg,japanes battleship haruna attack juli japanes battleship haruna haruna attack navi carrier aircraft kure air raid juli
11336,Battleship,Operation Crossroads Baker Edit.jpg,oper crossroad baker edit upright oper crossroad
11337,Battleship,"Battle Group Alpha (Midway, Iowa) underway, 1987.jpg",battl group alpha midway iowa underway unit state battleship naval fleet cold war
11338,Battleship,Missouri missile BGM-109 Tomahawk.JPG,missouri missil bgm tomahawk uss missouri bb launch tomahawk missil oper desert storm
11339,Battleship,USS Texas BB-35.jpg,uss texa bb american uss texa bb preserv dreadnought type battleship date time origin hm dreadnought
11340,Battleship,Uss iowa bb-61 pr.jpg,uss iowa bb pr uss iowa bb fire full broadsid gun target exercis
11341,Bifröst,Heimdall an der Himmelsbrücke.jpg,heimdal der himmelsbrück god heimdallr stand rainbow bridg blow horn emil doepler
11342,Bifröst,Thor wades while the æsir ride by Frølich.jpg,thor wade æsir ride frølich thor wade river rest æsir ride bifröst lorenz frølich
11343,Bifröst,Kampf der untergehenden Götter by F. W. Heine.jpg,kampf der untergehenden götter hein bifröst appear background god battl battl doom god friedrich wilhelm hein
11344,Bifröst,The twilight of the gods by Willy Pogany.png,twilight god willi pogani bifröst shatter twilight god willi pogani
11345,Battlecruiser,"HMS Hood (51) - March 17, 1924.jpg",hm hood march upright hm hood largest battlecruis built lt ref quot breyer quot gt breyer lt ref gt australia march
11346,Battlecruiser,HMS Shannon (1906).jpg,hm shannon hm shannon minotaur class armour cruiser
11347,Battlecruiser,HMS Invincible (1907) British Battleship.jpg,hm invinc british battleship hm invinc britain' battlecruis
11348,Battlecruiser,HMS Queen Mary.jpg,hm queen mari hm queen mari battlecruis built world war
11349,Battlecruiser,"German battlecruiser SMS Seydlitz in port, prior to World War I (retouched).jpg",german battlecruis sm seydlitz port prior world war retouch sm seydlitz alt larg gray ship port funnel ship emit cloud smoke
11350,Battlecruiser,Japanese battleship Kongo.jpg,japanes battleship kongo kongō
11351,Battlecruiser,SMS Seydlitz2.jpg,sm sm seydlitz heavili damag battl dogger bank
11352,Battlecruiser,Destruction of HMS Queen Mary.jpg,destruct hm queen mari queen mari blow battl jutland
11353,Battlecruiser,Lexington class battlecruiser2.jpg,lexington class lexington class battlecruis paint
11354,Battlecruiser,HMS Repulse (1919) profile drawing.png,hm repuls profil draw repuls
11355,Battlecruiser,HMS Renown (1939) profile drawing.png,hm renown profil draw renown reconstruct
11356,Battlecruiser,TCG Yavuz (B-70) of the Turkish Navy in Istanbul.jpg,tcg yavuz turkish navi istanbul tcg yavuz tcg yavuz
11357,Battlecruiser,USS Alaska (CB-1) off the Philadelphia Navy Yard on 30 July 1944.jpg,uss alaska cb philadelphia navi yard juli uss alaska cb unit state navi quot larg cruiser quot
11358,Battlecruiser,Kirov-class battlecruiser.jpg,kirov class battlecruis admir lazarev frunz ship class
11359,Bob Hawke,"Bob Hawke elected President of the ACTU, Paddington Town Hall, Sydney, 10 September 1969 - Uwe Kuessner, Australian Photographic Agency (5757040416).jpg",bob hawk elect presid actu paddington town hall sydney septemb uwe kuessner australian photograph agenc hawk elect presid actu paddington town hall sydney septemb
11360,Bob Hawke,Bob Hawke 1970.jpg,bob hawk upright hawk actu presid
11361,Bob Hawke,William Cheung and Bob Hawke.jpg,lt william cheung bob hawk william cheung bob hawk tradit chines attir gt
11362,Bob Hawke,BannonHawke.jpg,bannonhawk hawk present relief chequ john bannon premier south australia ash wednesday bushfir
11363,Bob Hawke,Hawke Reagan1985.jpg,hawk upright hawk presid ronald reagan white hous novemb
11364,Bob Hawke,Bob Hawke in 1980.jpg,bob hawk upright hawk address labour day crowd
11365,Bob Hawke,Bob and Hazel Hawke 1987.jpg,bob hazel hawk upright hawk wife hazel hawk hazel moscow
11366,Bob Hawke,PMs office at Old Parliament House December 2012.jpg,pm offic parliament hous decemb prime minister' offic preserv hawke' time offic parliament hous canberra parliament hous
11367,Bob Hawke,HawkeSorry.jpg,hawkesorri hawk parliament hous canberra parliament hous apolog australia' indigen peopl apolog stolen gener
11368,Bob Hawke,Bob Hawke (8216522868).jpg,bob hawk upright hawk
11369,Bob Hawke,BobandBlanche.jpg,bobandblanch upright hawk wife blanch d'alpuget
11370,Baldr,Baldur (Walhall).png,baldur walhal baldur johann gehrt
11371,Brísingamen,Pendant (6880384805).jpg,pendant upright pendant swedish museum nation antiqu stockholm
11372,Borsuk–Ulam theorem,Antipodal.png,antipod alt mathemat borsuk ulam theorem state continu function sphere euclidean space map pair antipod point point antipod
11373,Blaise Pascal,Maison de Blaise Pascal (Clermont).png,maison de blais pascal clermont pascal' birthplac
11374,Blaise Pascal,Pascaline-CnAM 823-1-IMG 1506-black.jpg,pascalin cnam img black earli pascalin display musé de art métier pari alt
11375,Blaise Pascal,PascalTriangleAnimated2.gif,gif pascal' triangl number sum directli triangl demonstr mathemat properti addit show binomi coeffici
11376,Blaise Pascal,Pascal Pajou Louvre RF2981.jpg,pascal pajou louvr upright pascal studi cycloid augustin pajou louvr alt
11377,Blaise Pascal,Pascal's Barrel.png,pascal' barrel illustr apocryph pascal' barrel experi
11378,Blaise Pascal,Puy de Dôme near Clermont-Ferrand in Auvergne in France.jpg,puy de dôme clermont ferrand auvergn franc puy de dôme
11379,Blaise Pascal,Florin Périer measuring the mercury level in a Torricelli barometer near the top of the Puy de Dôme.jpg,florin périer measur mercuri level torricelli baromet top puy de dôme alt florin périer measur mercuri level torricelli baromet top puy de dôme florin périer puy de dôme
11380,Blaise Pascal,Blaise Pascal 2.jpg,blais pascal portrait pascal
11381,Blaise Pascal,Blaise pascal.jpg,blais pascal pascal
11382,Blaise Pascal,001Paskal.JPG,death mask blais pascal alt
11383,Blaise Pascal,Epitaph Blaise Pascal Saint-Etienne.jpg,epitaph blais pascal saint etienn pascal' epitaph saint étienn du mont buri
11384,Brittonic languages,Map Gaels Brythons Picts.png,map gael brython pict britain amp ireland earli mid millennium anglo saxon settlement britain found anglo saxon kingdom
11385,Bronski Beat,Jimmy Somerville Here and Now Tour 2011 301 v2.jpg,jimmi somervil tour somervil perform tour
11386,Binary prefix,Binaryvdecimal.svg,binaryvdecim linear log graph percentag differ decim binari interpret unit prefix versu storag size
11387,Binary prefix,Elixir M2U51264DS8HC3G-5T 20060320.jpg,elixir val byte capac ram modul state quot amp nbsp mb quot label
11388,Binary prefix,"GParted 0.3.5 -- 2008, 06.png",gpart linux gnome partit editor iec prefix display partit size total capac amp nbsp amp nbsp lt gt lt gt byte disk display quot amp nbsp gib quot
11389,Binary prefix,GNOME System Monitor memory size and network rate.png,gnome system monitor memori size network rate gnome' system monitor iec prefix show memori size network data rate
11390,National Baseball Hall of Fame and Museum,1937 all stars crop FINAL2.jpg,star crop upright american league' star player lou gehrig joe cronin bill dickey joe dimaggio charli gehring jimmi foxx hank greenberg induct hall fame
11391,National Baseball Hall of Fame and Museum,Satchel Paige 1949 Bowman.jpg,satchel paig bowman upright inducte satchel paig
11392,National Baseball Hall of Fame and Museum,"Shoeless Joe Jackson by Conlon, 1913-crop.jpg",shoeless joe jackson conlon crop upright shoeless joe jackson quot shoeless joe quot jackson
11393,National Baseball Hall of Fame and Museum,Frank Robinson 1961.png,frank robinson upright frank robinson cincinnati red
11394,National Baseball Hall of Fame and Museum,Carlton Fisk 1976.jpg,carlton fisk upright carlton fisk boston red sox
11395,National Baseball Hall of Fame and Museum,Dave Winfield - San Diego Padres.jpg,dave winfield san diego padr upright dave winfield san diego padr circa
11396,National Baseball Hall of Fame and Museum,Baseball Hall of Fame Plaque Gallery.jpg,basebal hall fame plaqu galleri upright commemor plaqu plaqu galleri central pillar newest inducte time
11397,National Baseball Hall of Fame and Museum,Picture 063.jpg,pictur upright galleri hof induct weekend
11398,National Baseball Hall of Fame and Museum,Whole New Ballgame Todays Game.jpg,ballgam today game ballgam lt br gt modern game
11399,National Baseball Hall of Fame and Museum,National-baseball-hall-of-fame-2014-us-mint-coins.jpg,nation basebal hall fame mint coin exampl nation basebal hall fame coin produc unit state mint
11400,BPP (complexity),Randomised Complexity Classes 2.svg,randomis complex class alt diagram randomis complex class upright bpp relat probabilist complex class zpp complex zpp rp complex rp rp bqp pp complex pp generalis complex pspace unknown contain strict
11401,BPP (complexity),Complexity-classes-polynomial.svg,complex class polynomi inclus complex class includ complex np complex np np bpp complex bpp poli ph complex ph pspace
11402,BQP,Randomised Complexity Classes 2.svg,text byte xml space preserv short descript comput complex class problem comput complex class randomis complex class alt diagram randomis complex class upright bqp relat probabilist complex class zpp complex zpp rp complex rp rp bpp complex bpp pp complex pp generalis complex pspace unknown contain strict
11403,BQP,Sum of histories tree.png,sum histori tree sum histori tree
11404,Bartolomeo Ammannati,Fontana del Nettuno (Firenze) left.jpg,fontana del nettuno firenz fountain neptun florenc fountain neptun fontana del nettuno piazza della signoria florenc itali
11405,Bartolomeo Ammannati,Boboli-gardens-from-palazzo.jpg,boboli garden palazzo garden view ammannati courtyard palazzo pitti pitti palac
11406,Bishop,Augustine Lateran.jpg,augustin lateran upright centuri imag augustin hippo saint augustin bishop hippo regiu lt ref quot wdl quot gt cite web url http www wdl org en item titl bona algeria websit world digit librari year access date lt ref gt
11407,Bishop,Byzantine - Saint Ignatius of Antioch - Walters 4820867.jpg,byzantin saint ignatiu antioch walter ignatiu bishop antioch student john apostl
11408,Bishop,Husaby Church 2013 people on 11th Century gravestone.jpg,husabi church peopl centuri graveston bishop offici centuri grave sweden
11409,Bishop,Johann Otto von Gemmingen.jpg,johann otto von gemmingen upright johann otto von gemmingen princ bishopr augsburg princ bishop augsburg
11410,Bishop,Mitre (plain).svg,mitr plain upright mitr symbol bishop' ministri western christian
11411,Bishop,Template-Bishop.svg,templat bishop upright form coat arm cathol bishop
11412,Bishop,Mitra5.jpg,upright mitr worn eastern bishop icon christ theotoko mari mother god john baptist forerunn john baptist
11413,Bishop,Confirmation VanderWeyden.png,confirm vanderweyden upright bishop administ confirm rogier van der weyden sacrament altarpiec sacrament centuri latin church cathol church administr confirm reserv local bishop
11414,Bishop,Henning Toft Bro1 (bispevielse).jpg,hen toft bispeviels upright church denmark danish lutheran bishop wear cope cassock surplic ruff cloth ruff pector cross
11415,Bishop,Priestly ordination.jpg,priestli ordin consecr bishop minist holi order photo pre vatican ii ceremoni
11416,Bishop,JeffertsSchori.JPG,jeffertsschori upright katharin jeffert schori presid bishop episcop church unit state
11417,Bishop,Mikael Agricola by Albert Edelfelt.jpg,mikael agricola albert edelfelt mikael agricola finn finnish lutheran clergyman list bishop turku bishop turku
11418,Bishop,UMEpiscopalShield.jpg,umepiscopalshield unit methodist episcop shield
11419,Bishop,The Ordination of Bishop Asbury.jpg,ordin bishop asburi upright franci asburi ordin bishop thoma coke bishop thoma coke christma confer
11420,Bishop,Ingwer Ludwig Nommensen (1834–1918).png,ingwer ludwig nommensen upright ludwig ingwer nommensen german german lutheran missionari rhenish missionari societi ephoru batak christian protest church
11421,Bertrand Andrieu,"Pierre Maximilien Delafontaine, The Skater (Bertrand Andrieu), 1798.jpg",pierr maximilien delafontain skater bertrand andrieu andrieu skater paint pierr maximilien delafontain
11422,Bertrand Andrieu,Bertrand Andrieu - Decoration Commemorating the Birth of the &quot;King of Rome&quot; - Walters 57951 - Back.jpg,bertrand andrieu decor commemor birth quot king rome quot walter back bertrand andrieu decor commemor birth quot king rome quot
11423,Bordeaux,Bituriges Vivisci.jpg,biturig vivisci coin biturig vivisci centuri bc deriv coin design greek pre roman gaul cabinet de médaill
11424,Bordeaux,Merovingian tremisses minted in Bordeaux by the Church of Saint Etienne late 6th century.jpg,merovingian tremiss mint bordeaux church saint etienn late centuri upright merovingian dynasti merovingian tremissi tremiss mint bordeaux church saint étienn late sixth centuri british museum
11425,Bordeaux,Arms of the city of Bordeaux (In the time of Richard Cœur de Lion).svg,arm citi bordeaux time richard cœur de lion arm citi time richard england
11426,Bordeaux,"Coat of arms of Bordeaux, France.svg",coat arm bordeaux franc current coat arm french reconquest
11427,Bordeaux,Deuxieme vue du port de Bordeaux prise du château Trompette.jpg,deuxiem vue du port de bordeaux prise du château trompett port moon
11428,Bordeaux,"Hugo d'Alesi, vue cavalière de Bordeaux, 1899, Archives de Bordeaux métropole.jpg",hugo d'alesi vue cavalièr de bordeaux archiv de bordeaux métropol aerial view port moon
11429,Bordeaux,"Bundesarchiv Bild 101I-074-2852-36A, Bordeaux, Platzkonzert der Wehrmacht.jpg",bundesarchiv bild bordeaux platzkonzert der wehrmacht squar comedi occup
11430,Bordeaux,Haut Brion exterior.jpg,haut brion exterior château haut brion
11431,Bordeaux,1 Saint-Émilion aerial pano 2016.jpg,saint émilion aerial pano saint émilion aerial view
11432,Bordeaux,Dassault Falcon 7X assembly line at Merignac.jpg,dassault falcon assembl line merignac dassault falcon assembl line merignac
11433,Bordeaux,Pierre Hurmic en conseil municipal en février 2018.png,pierr hurmic en conseil municip en février current mayor pierr hurmic
11434,Bordeaux,Universite Bordeaux 2-Victoire.JPG,universit bordeaux victoir univers bordeaux faculti medicin faculti sociolog
11435,Bordeaux,Campus Kedge BS à Bordeaux.jpg,campu kedg bs à bordeaux kedg busi school
11436,Bordeaux,La cour intérieure de l’École nationale de la magistrature à Bordeaux.jpg,la cour intérieur de école national de la magistratur à bordeaux french nation school judiciari école national de la magistratur
11437,Bordeaux,Bordeaux place de la bourse with tram.JPG,bordeaux place de la bours tram place de la bours night miroir d'eau tram
11438,Bordeaux,Bordeaux - Pont Chaban Delmas sur la Garonne.jpg,bordeaux pont chaban delma sur la garonn pont jacqu chaban delma chaban delma bridg
11439,Bordeaux,Rue Sainte-Catherine (Bordeaux) 2005.JPG,rue saint catherin bordeaux rue saint catherin
11440,Bordeaux,"Pont d&amp;#039;Aquitaine, Bordeaux.JPG",pont amp aquitain bordeaux pont d'aquitain
11441,Bordeaux,Bordeaux Gare StJean R01.jpg,bordeaux gare stjean gare de bordeaux saint jean
11442,Bordeaux,Tour Bordeaux.jpg,tour bordeaux bordeaux mérignac airport
11443,Bordeaux,Bordeaux tram kruising I.jpg,bordeaux tram kruis tramway de bordeaux
11444,Bordeaux,CC-BY_icon.svg,averag amount time peopl spend commut public transit bordeaux work weekday min public transit rider ride hour day averag amount time peopl wait stop station public transit min rider wait minut averag day averag distanc peopl ride singl trip public transit convert km abbr travel convert km abbr singl direct lt ref gt cite web titl bordeaux public transport statist url http www moovitapp insight en moovit insight public transit index franc bordeaux access date june publish global public transit index moovit archiv date august archiv url http web archiv org web http www moovitapp insight en moovit insight public transit index franc bordeaux url statu live cc icon materi copi sourc creativecommon creativ common attribut intern licens lt ref gt
11445,Bordeaux,Bordeaux Stade Lescure entrée.JPG,bordeaux stade lescur entré entranc stade chaban delma unreferenc section date march
11446,Bordeaux,Nouveau stade de Bordeaux - panoramio.jpg,nouveau stade de bordeaux panoramio nouveau stade de bordeaux matmut atlantiqu stadium
11447,Bordeaux,"Alain Juppé, Parc Bordeaux Ashdod, Israel.jpg",alain juppé parc bordeaux ashdod israel upright alain juppé mayor franc mayor bordeaux visit twin town ashdod
11448,Bordeaux,Parc floral de Bordeaux 3290.jpg,parc floral de bordeaux wuhan pavilion parc floral de bordeaux
11449,Puzzle Bobble,ARC Puzzle Bobble (Bust-a-Move).png,arc puzzl bobbl bust move arcad version screenshot
11450,Bone,Illu compact spongy bone.jpg,illu compact spongi bone cross section detail long bone
11451,Bone,Spongy bone - trabecules.jpg,spongi bone trabecul micrograph cancel bone
11452,Bone,604 Bone cells.jpg,bone cell bone cell
